OrderID,OrderDate,CustomerID,BookID,BookName,Author,BookCategory,PriceINR,Quantity,TotalINR,PaymentType,StoreLocation
O100481,8/29/2024 11:34,C6878,B1031,Ancient Mirror,Amit Desai,Romance,233.6,1,233.6,Cash,Hyderabad
O100482,7/31/2024 5:10,C4084,B1021,Broken Song,Rhea Mehta,Children,301.11,2,602.22,NetBanking,Chennai
O100483,5/17/2024 1:22,C2478,B1107,Forgotten Song - Vol 3,Nisha Mehta,Mystery,163.17,2,326.34,Cash,Bengaluru
O100484,8/13/2023 0:43,C9625,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Children,698.8,1,698.8,NetBanking,Kolkata
O100485,7/28/2025 22:21,C4300,B1005,Gentle Forest,Arjun Sharma,Fantasy,1168.17,1,1168.17,Card,Hyderabad
O100486,7/29/2025 11:46,C1975,B1000,Bright Paths,Ananya Das,Mystery,562.3,2,1124.6,Cash,Mumbai
O100487,12/22/2024 5:09,C2817,B1033,Fading Pages - Vol 7,Ananya Bose,Children,413.87,1,413.87,UPI,Delhi
O100488,12/22/2024 14:24,C2655,B1024,Lost Legends,Karan Mehta,Fantasy,1105.88,1,1105.88,UPI,Chennai
O100489,5/20/2023 5:44,C8157,B1107,Forgotten Song - Vol 3,Nisha Mehta,Fantasy,772.56,4,3090.24,NetBanking,Hyderabad
O100490,12/25/2024 20:27,C6846,B1045,Bright Sea,Saurav Das,Mystery,400.9,1,400.9,Card,Mumbai
O100491,11/11/2023 10:43,C3086,B1007,Silent Promises,Nisha Gupta,Biography,1183.1,2,2366.2,Card,Kolkata
O100492,2/5/2024 20:39,C1530,B1115,Golden Stars - Vol 12,Ananya Gupta,Children,144.63,2,289.26,Card,Hyderabad
O100493,8/15/2023 23:17,C2705,B1043,Gentle Mirror,Rohit Gupta,Children,164.85,3,494.55,NetBanking,Mumbai
O100494,2/2/2025 2:49,C4899,B1002,Gentle Rivers,Maya Das,Fantasy,375.75,1,375.75,UPI,Hyderabad
O100495,10/13/2024 3:13,C6500,B1093,Modern Machine,Arjun Das,Mystery,281.77,1,281.77,NetBanking,Kolkata
O100496,8/3/2023 9:05,C2110,B1107,Forgotten Song - Vol 3,Nisha Mehta,Sci-Fi,461.36,1,461.36,UPI,Chennai
O100497,1/7/2025 0:02,C1788,B1047,Lost Rivers,Karan Iyer,Non-Fiction,797.91,1,797.91,NetBanking,Ahmedabad
O100498,6/20/2023 15:04,C9078,B1117,Glowing Echoes,Rohit Khan,Biography,569.45,1,569.45,NetBanking,Hyderabad
O100499,1/20/2024 3:41,C8855,B1071,Golden Promises,Siddharth Khan,History,547.99,1,547.99,Card,Mumbai
O100500,3/17/2023 1:12,C5831,B1071,Golden Promises,Siddharth Khan,Self-Help,760.68,1,760.68,Cash,Hyderabad
O100501,9/1/2025 3:48,C2215,B1081,Lost Promises - Vol 2,Sana Iyer,Sci-Fi,781.84,1,781.84,UPI,Mumbai
O100502,6/14/2023 2:43,C9962,B1031,Ancient Mirror,Amit Desai,Biography,1025.98,2,2051.96,Cash,Hyderabad
O100503,9/20/2024 17:34,C1507,B1101,Broken Dreams - Vol 7,Rhea Mehta,Children,1371.88,2,2743.76,NetBanking,Mumbai
O100504,6/30/2025 15:48,C3573,B1050,Modern Stars,Vikram Khan,Children,264.7,1,264.7,Cash,Delhi
O100505,7/30/2023 6:55,C7705,B1045,Bright Sea,Saurav Das,Fantasy,316.5,1,316.5,UPI,Chennai
O100506,9/1/2023 3:29,C1813,B1085,Forgotten Storms,Deepak Roy,Sci-Fi,410.07,1,410.07,NetBanking,Ahmedabad
O100507,2/25/2023 13:08,C1062,B1039,Broken Mirror,Meera Khan,Mystery,133.47,1,133.47,NetBanking,Delhi
O100508,4/23/2025 22:45,C8869,B1001,Golden Echoes - Vol 2,Maya Sharma,Sci-Fi,856.72,2,1713.44,Card,Delhi
O100509,7/31/2023 6:13,C5781,B1029,Forgotten Forest,Deepak Mehta,Fiction,165.79,1,165.79,Cash,Ahmedabad
O100510,11/12/2023 14:28,C8715,B1021,Broken Song,Rhea Mehta,Non-Fiction,564.17,4,2256.68,NetBanking,Chennai
O100511,10/19/2024 19:48,C7349,B1089,Lost Paths,Deepak Roy,Non-Fiction,1070.77,2,2141.54,Card,Hyderabad
O100512,1/14/2024 6:47,C8303,B1097,Bright Voices,Vikram Khan,Biography,176.79,1,176.79,Cash,Chennai
O100513,4/21/2024 9:35,C4706,B1103,Broken Promises,Amit Khan,Self-Help,997.64,2,1995.28,UPI,Kolkata
O100514,2/9/2025 3:31,C2404,B1005,Gentle Forest,Arjun Sharma,Mystery,940.2,1,940.2,UPI,Pune
O100515,8/21/2023 20:09,C1999,B1094,Lonely Pages,Karan Roy,Children,866.45,2,1732.9,NetBanking,Pune
O100516,12/4/2024 17:17,C4860,B1007,Silent Promises,Nisha Gupta,History,1426.4,1,1426.4,NetBanking,Chennai
O100517,2/9/2024 1:15,C9226,B1083,Golden Storms (84),Sana Verma,Non-Fiction,588.1,2,1176.2,Card,Delhi
O100518,6/27/2023 6:05,C4471,B1006,Forgotten Stars,Maya Patel,Self-Help,1031.27,1,1031.27,Card,Mumbai
O100519,3/9/2024 2:51,C8133,B1005,Gentle Forest,Arjun Sharma,Fiction,1247.05,1,1247.05,Card,Mumbai
O100520,9/22/2023 11:38,C2097,B1002,Gentle Rivers,Maya Das,Children,176.2,1,176.2,Cash,Pune
O100521,2/11/2024 20:05,C6343,B1013,Midnight Sea,Neha Roy,History,232.57,1,232.57,UPI,Ahmedabad
O100522,3/16/2025 22:41,C9561,B1086,Broken Legends,Rhea Bose,Fiction,1016.76,1,1016.76,NetBanking,Delhi
O100523,6/3/2023 5:23,C2641,B1114,Crimson Forest,Rhea Das,Biography,422.3,4,1689.2,Cash,Delhi
O100524,6/7/2025 19:30,C6633,B1099,Midnight Legends,Deepak Khan,Sci-Fi,1146.36,2,2292.72,NetBanking,Chennai
O100525,11/1/2024 17:40,C8750,B1052,Gentle Legends,Meera Roy,Biography,1028.36,1,1028.36,Cash,Mumbai
O100526,2/17/2024 5:14,C7581,B1081,Lost Promises - Vol 2,Sana Iyer,Sci-Fi,148.77,1,148.77,Cash,Pune
O100527,12/8/2024 8:38,C1807,B1036,Bright Song,Deepak Desai,Fantasy,1493.94,4,5975.76,NetBanking,Chennai
O100528,1/21/2023 12:18,C5965,B1002,Gentle Rivers,Maya Das,Fantasy,232.43,1,232.43,UPI,Chennai
O100529,5/28/2025 3:34,C4734,B1060,Ancient Storms,Tara Khan,Self-Help,219.56,1,219.56,Card,Chennai
O100530,3/3/2025 11:40,C5414,B1096,Gentle Cities,Rahul Desai,Self-Help,1278.98,1,1278.98,NetBanking,Delhi
O100531,3/28/2024 7:41,C7671,B1084,Midnight Rivers,Isha Sharma,Romance,1122.77,2,2245.54,NetBanking,Hyderabad
O100532,6/11/2024 5:47,C2075,B1019,Lost Pages,Deepak Sharma,Fiction,987.07,2,1974.14,UPI,Pune
O100533,3/10/2025 19:05,C1474,B1019,Lost Pages,Deepak Sharma,Mystery,816.18,1,816.18,Card,Bengaluru
O100534,5/7/2025 2:05,C5087,B1050,Modern Stars,Vikram Khan,Romance,917.99,1,917.99,Cash,Ahmedabad
O100535,7/29/2025 13:07,C4262,B1116,Bright Empire (117),Deepak Gupta,Fiction,665.42,1,665.42,UPI,Hyderabad
O100536,6/1/2024 14:27,C3029,B1078,Gentle Dreams,Maya Das,Self-Help,1362.07,1,1362.07,Cash,Bengaluru
O100537,5/15/2024 21:37,C8308,B1041,Lonely Mirror,Siddharth Verma,Fantasy,1488.15,1,1488.15,Card,Ahmedabad
O100538,7/18/2024 12:44,C6640,B1011,Hidden Machine,Rhea Roy,Children,649.33,1,649.33,Card,Chennai
O100539,10/19/2023 0:59,C7333,B1020,Gentle Echoes - Vol 7,Rhea Desai,Non-Fiction,1130.96,1,1130.96,Cash,Mumbai
O100540,3/9/2025 7:48,C4626,B1007,Silent Promises,Nisha Gupta,Children,678.92,1,678.92,Card,Bengaluru
O100541,10/29/2024 14:54,C9409,B1041,Lonely Mirror,Siddharth Verma,Sci-Fi,447.57,4,1790.28,Cash,Kolkata
O100542,7/22/2025 4:49,C3837,B1118,Burning Sea,Arjun Verma,Self-Help,689.57,1,689.57,Cash,Bengaluru
O100543,9/14/2024 11:07,C5511,B1040,Wild Skies,Isha Bose,Sci-Fi,460.93,2,921.86,NetBanking,Pune
O100544,4/15/2024 9:10,C4575,B1110,Golden Skies,Meera Patel,Fantasy,937.63,1,937.63,NetBanking,Chennai
O100545,4/24/2025 22:42,C7506,B1083,Golden Storms (84),Sana Verma,History,937.68,1,937.68,Cash,Kolkata
O100546,11/9/2024 13:37,C5631,B1088,Ancient Cities,Priya Iyer,History,1456.82,1,1456.82,UPI,Delhi
O100547,3/7/2023 12:14,C5529,B1100,Secret Stars (101),Arjun Roy,Self-Help,132.45,1,132.45,UPI,Chennai
O100548,11/2/2024 23:43,C5895,B1075,Burning Cities,Vikram Gupta,Sci-Fi,300.47,4,1201.88,Card,Mumbai
O100549,2/22/2025 8:44,C1930,B1046,Lonely Echoes - Vol 10,Rohit Iyer,History,443.62,2,887.24,NetBanking,Hyderabad
O100550,1/8/2025 0:55,C9148,B1117,Glowing Echoes,Rohit Khan,Mystery,354.1,1,354.1,UPI,Chennai
O100551,2/19/2024 14:08,C1578,B1009,Bright Rivers,Saurav Roy,Biography,1043.09,1,1043.09,Card,Hyderabad
O100552,12/3/2024 19:27,C8794,B1004,Wild Pages - Vol 4,Rahul Das,Romance,462.98,1,462.98,UPI,Chennai
O100553,5/10/2025 23:56,C3967,B1000,Bright Paths,Ananya Das,Mystery,468.24,1,468.24,UPI,Delhi
O100554,5/12/2023 9:25,C3999,B1027,Burning Voices,Karan Bose,Self-Help,170.57,2,341.14,UPI,Delhi
O100555,12/30/2023 8:07,C6031,B1100,Secret Stars (101),Arjun Roy,Romance,855.71,2,1711.42,NetBanking,Hyderabad
O100556,9/24/2023 21:19,C5817,B1119,Golden Echoes - Vol 4,Rahul Singh,Fantasy,1231.02,1,1231.02,NetBanking,Delhi
O100557,2/24/2023 23:05,C2166,B1078,Gentle Dreams,Maya Das,Self-Help,889.68,1,889.68,NetBanking,Bengaluru
O100558,5/3/2023 13:53,C9680,B1019,Lost Pages,Deepak Sharma,History,491.98,1,491.98,UPI,Pune
O100559,6/10/2025 5:29,C3250,B1036,Bright Song,Deepak Desai,Fiction,1411.58,1,1411.58,Card,Hyderabad
O100560,8/6/2024 16:39,C3346,B1118,Burning Sea,Arjun Verma,Biography,429.86,1,429.86,UPI,Mumbai
O100561,5/14/2024 12:06,C3897,B1058,Hidden Garden - Vol 4,Deepak Iyer,Non-Fiction,555.98,1,555.98,UPI,Kolkata
O100562,4/7/2024 9:57,C4430,B1077,Secret Dreams,Karan Iyer,Fiction,1069.04,1,1069.04,Card,Mumbai
O100563,3/15/2025 3:12,C3120,B1113,Modern Forest - Vol 12,Isha Khan,Self-Help,1450.9,1,1450.9,NetBanking,Pune
O100564,3/15/2024 17:22,C7280,B1097,Bright Voices,Vikram Khan,Biography,565.6,4,2262.4,Cash,Kolkata
O100565,7/24/2023 13:35,C1230,B1038,Modern Machine - Vol 12,Rhea Khan,History,747.09,1,747.09,UPI,Bengaluru
O100566,11/23/2024 0:09,C5076,B1049,Ancient Memory,Arjun Singh,Fiction,592.52,1,592.52,Card,Hyderabad
O100567,5/13/2023 3:44,C7284,B1022,Crimson Dreams,Neha Verma,Sci-Fi,161.33,1,161.33,UPI,Mumbai
O100568,4/23/2025 1:39,C5885,B1079,Hidden Dreams,Rhea Bose,Non-Fiction,1416.01,2,2832.02,UPI,Ahmedabad
O100569,9/2/2024 19:04,C6535,B1007,Silent Promises,Nisha Gupta,History,1457.51,1,1457.51,NetBanking,Mumbai
O100570,7/12/2025 17:50,C6885,B1007,Silent Promises,Nisha Gupta,Fantasy,335.35,1,335.35,Card,Mumbai
O100571,1/20/2023 8:18,C4675,B1110,Golden Skies,Meera Patel,Biography,364.29,1,364.29,Card,Bengaluru
O100572,8/26/2024 18:22,C3768,B1054,Wild Machine - Vol 4,Ananya Khan,Fiction,1469.53,1,1469.53,Cash,Hyderabad
O100573,1/20/2024 23:18,C5190,B1029,Forgotten Forest,Deepak Mehta,Fiction,805.6,1,805.6,Cash,Kolkata
O100574,10/31/2024 0:43,C1790,B1007,Silent Promises,Nisha Gupta,Non-Fiction,1312.3,2,2624.6,Cash,Pune
O100575,1/25/2024 4:29,C9966,B1090,Forgotten Skies - Vol 4,Nisha Verma,Self-Help,1403.78,1,1403.78,UPI,Ahmedabad
O100576,7/30/2023 22:56,C1152,B1032,Hidden Skies - Vol 3,Nisha Gupta,Mystery,948.24,3,2844.72,UPI,Pune
O100577,11/9/2024 18:56,C5423,B1013,Midnight Sea,Neha Roy,Non-Fiction,663.14,1,663.14,Card,Pune
O100578,6/7/2024 22:29,C2928,B1089,Lost Paths,Deepak Roy,Non-Fiction,600.68,1,600.68,UPI,Delhi
O100579,5/24/2024 7:13,C4272,B1063,Shadow Forest,Meera Patel,Non-Fiction,186.48,4,745.92,UPI,Bengaluru
O100580,12/21/2024 14:55,C5839,B1040,Wild Skies,Isha Bose,Fantasy,1489.81,2,2979.62,Card,Kolkata
O100581,5/23/2024 7:33,C8875,B1116,Bright Empire (117),Deepak Gupta,History,901.92,2,1803.84,UPI,Bengaluru
O100582,1/14/2023 3:14,C2809,B1067,Fading Promises,Meera Desai,Fiction,1017.06,2,2034.12,NetBanking,Mumbai
O100583,3/9/2025 18:37,C2229,B1003,Hidden Paths - Vol 4,Tara Roy,Non-Fiction,1040.61,2,2081.22,Cash,Chennai
O100584,4/12/2024 10:46,C5327,B1081,Lost Promises - Vol 2,Sana Iyer,Romance,1330.61,1,1330.61,NetBanking,Kolkata
O100585,4/12/2025 6:21,C1646,B1108,Hidden Cities,Arjun Sharma,Non-Fiction,1247.79,1,1247.79,UPI,Hyderabad
O100586,3/12/2024 4:13,C2556,B1053,Whispering Sea (54),Nisha Iyer,Fantasy,1015.07,1,1015.07,Cash,Kolkata
O100587,11/10/2024 23:33,C3793,B1064,Hidden Skies - Vol 12,Meera Mehta,Mystery,625.35,1,625.35,UPI,Hyderabad
O100588,9/5/2025 22:38,C5395,B1020,Gentle Echoes - Vol 7,Rhea Desai,Self-Help,644.6,1,644.6,Cash,Hyderabad
O100589,7/7/2023 4:08,C7566,B1032,Hidden Skies - Vol 3,Nisha Gupta,Fantasy,447.57,1,447.57,NetBanking,Ahmedabad
O100590,5/5/2025 14:02,C8835,B1043,Gentle Mirror,Rohit Gupta,Sci-Fi,140.23,1,140.23,NetBanking,Mumbai
O100591,5/16/2023 2:08,C3611,B1071,Golden Promises,Siddharth Khan,Non-Fiction,1041.47,1,1041.47,Cash,Pune
O100592,5/9/2024 20:42,C8178,B1045,Bright Sea,Saurav Das,Children,810.11,1,810.11,Card,Pune
O100593,9/18/2024 1:02,C3140,B1071,Golden Promises,Siddharth Khan,Fantasy,835.81,1,835.81,NetBanking,Ahmedabad
O100594,6/27/2025 14:58,C8220,B1116,Bright Empire (117),Deepak Gupta,Non-Fiction,1242.18,1,1242.18,Cash,Delhi
O100595,11/1/2024 11:26,C1202,B1004,Wild Pages - Vol 4,Rahul Das,Sci-Fi,669.98,1,669.98,Card,Hyderabad
O100596,6/19/2024 22:30,C2560,B1043,Gentle Mirror,Rohit Gupta,History,777.36,1,777.36,NetBanking,Bengaluru
O100597,12/21/2023 23:21,C7305,B1086,Broken Legends,Rhea Bose,Self-Help,1241.11,2,2482.22,Card,Kolkata
O100598,10/20/2024 5:42,C9283,B1042,Ancient Sea,Amit Mehta,Fiction,145.14,1,145.14,NetBanking,Ahmedabad
O100599,3/18/2023 17:54,C6253,B1118,Burning Sea,Arjun Verma,Mystery,1356.57,1,1356.57,Card,Hyderabad
O100600,2/21/2023 18:27,C4648,B1014,Lost Dreams,Nisha Iyer,Sci-Fi,455.76,3,1367.28,NetBanking,Pune
O100601,3/22/2023 16:42,C8277,B1014,Lost Dreams,Nisha Iyer,Romance,391.88,1,391.88,NetBanking,Delhi
O100602,4/2/2024 11:30,C2944,B1018,Secret Stars,Isha Das,Self-Help,259.86,1,259.86,NetBanking,Kolkata
O100603,2/18/2024 15:00,C1587,B1111,Gentle Forest (112),Priya Gupta,Non-Fiction,841.33,1,841.33,Cash,Delhi
O100604,9/13/2025 22:32,C5990,B1028,Golden Song,Sana Iyer,Children,1227.37,1,1227.37,Card,Ahmedabad
O100605,1/8/2024 1:58,C4652,B1015,Lonely Rivers,Maya Singh,Fantasy,243.59,2,487.18,NetBanking,Hyderabad
O100606,2/24/2025 22:33,C8751,B1001,Golden Echoes - Vol 2,Maya Sharma,History,495.95,1,495.95,UPI,Ahmedabad
O100607,4/10/2023 23:59,C4633,B1088,Ancient Cities,Priya Iyer,Non-Fiction,840.5,1,840.5,Cash,Hyderabad
O100608,4/29/2025 23:04,C5783,B1107,Forgotten Song - Vol 3,Nisha Mehta,Fantasy,370.2,1,370.2,UPI,Delhi
O100609,7/7/2025 5:58,C9067,B1070,Silent Rivers,Amit Verma,Fiction,527.19,2,1054.38,Card,Pune
O100610,9/18/2023 22:14,C4209,B1060,Ancient Storms,Tara Khan,Non-Fiction,473.8,4,1895.2,Card,Delhi
O100611,8/9/2023 16:38,C4122,B1067,Fading Promises,Meera Desai,Biography,240.03,2,480.06,UPI,Delhi
O100612,2/17/2023 23:03,C3018,B1043,Gentle Mirror,Rohit Gupta,Biography,179.87,1,179.87,NetBanking,Ahmedabad
O100613,9/6/2025 18:21,C3205,B1012,Whispering Rivers,Saurav Bose,Children,949.62,2,1899.24,NetBanking,Kolkata
O100614,1/23/2025 1:46,C8091,B1085,Forgotten Storms,Deepak Roy,History,938.49,2,1876.98,NetBanking,Mumbai
O100615,6/27/2023 4:40,C2696,B1014,Lost Dreams,Nisha Iyer,Children,962.54,1,962.54,NetBanking,Hyderabad
O100616,6/21/2025 14:00,C7859,B1041,Lonely Mirror,Siddharth Verma,History,1361.13,1,1361.13,Card,Chennai
O100617,9/13/2025 12:28,C5819,B1025,Forgotten Garden,Deepak Das,Biography,472.53,1,472.53,NetBanking,Mumbai
O100618,2/27/2024 21:56,C9393,B1023,Hidden Garden,Karan Bose,Mystery,1254.39,1,1254.39,UPI,Hyderabad
O100619,10/9/2024 7:54,C4291,B1073,Hidden Promises,Maya Bose,History,1236.34,2,2472.68,Card,Chennai
O100620,8/1/2025 4:49,C3913,B1073,Hidden Promises,Maya Bose,Fantasy,742.99,1,742.99,UPI,Delhi
O100621,7/29/2024 17:29,C7839,B1046,Lonely Echoes - Vol 10,Rohit Iyer,Fantasy,444.39,2,888.78,UPI,Pune
O100622,6/19/2024 3:52,C1414,B1032,Hidden Skies - Vol 3,Nisha Gupta,Fiction,418.88,1,418.88,NetBanking,Mumbai
O100623,11/17/2024 2:03,C4275,B1047,Lost Rivers,Karan Iyer,Fiction,550.62,1,550.62,UPI,Mumbai
O100624,11/30/2024 9:07,C3399,B1070,Silent Rivers,Amit Verma,Sci-Fi,873.9,1,873.9,Cash,Chennai
O100625,2/10/2025 19:42,C1529,B1077,Secret Dreams,Karan Iyer,Romance,991.55,1,991.55,UPI,Ahmedabad
O100626,9/22/2024 20:27,C4675,B1024,Lost Legends,Karan Mehta,Non-Fiction,1482.16,1,1482.16,NetBanking,Bengaluru
O100627,3/14/2025 10:28,C1769,B1084,Midnight Rivers,Isha Sharma,History,1051.99,1,1051.99,NetBanking,Pune
O100628,9/6/2025 11:23,C1881,B1038,Modern Machine - Vol 12,Rhea Khan,Biography,1119.11,1,1119.11,Cash,Chennai
O100629,9/27/2024 16:07,C4695,B1023,Hidden Garden,Karan Bose,Romance,297.06,1,297.06,UPI,Bengaluru
O100630,10/29/2023 16:20,C3906,B1089,Lost Paths,Deepak Roy,Romance,585.04,3,1755.12,Cash,Mumbai
O100631,1/22/2025 18:42,C2955,B1108,Hidden Cities,Arjun Sharma,Mystery,229.52,1,229.52,NetBanking,Kolkata
O100632,10/13/2023 20:15,C5329,B1096,Gentle Cities,Rahul Desai,Biography,941.54,1,941.54,Card,Mumbai
O100633,5/16/2025 9:17,C1092,B1096,Gentle Cities,Rahul Desai,Children,432.56,1,432.56,UPI,Ahmedabad
O100634,2/10/2023 5:35,C6285,B1067,Fading Promises,Meera Desai,Mystery,730.08,2,1460.16,Cash,Chennai
O100635,3/19/2025 20:51,C6866,B1059,Broken Memory,Amit Verma,Self-Help,1223.69,1,1223.69,Cash,Hyderabad
O100636,8/14/2023 6:41,C9529,B1020,Gentle Echoes - Vol 7,Rhea Desai,History,493.91,1,493.91,Cash,Mumbai
O100637,7/10/2024 19:33,C7609,B1066,Secret Song,Saurav Das,Biography,854.95,1,854.95,Cash,Hyderabad
O100638,6/23/2025 7:46,C6437,B1002,Gentle Rivers,Maya Das,Romance,382.46,1,382.46,UPI,Hyderabad
O100639,8/12/2023 22:30,C9691,B1043,Gentle Mirror,Rohit Gupta,Sci-Fi,1032.68,1,1032.68,NetBanking,Kolkata
O100640,11/15/2024 12:35,C8301,B1097,Bright Voices,Vikram Khan,Non-Fiction,735.52,1,735.52,Card,Bengaluru
O100641,11/29/2024 11:41,C7248,B1021,Broken Song,Rhea Mehta,Fiction,895.41,4,3581.64,Cash,Pune
O100642,7/7/2024 10:17,C1404,B1076,Gentle Memory - Vol 5,Meera Sharma,Sci-Fi,995.61,2,1991.22,UPI,Ahmedabad
O100643,2/14/2023 10:47,C4154,B1054,Wild Machine - Vol 4,Ananya Khan,Self-Help,858.91,1,858.91,UPI,Delhi
O100644,6/21/2023 19:35,C9736,B1054,Wild Machine - Vol 4,Ananya Khan,Non-Fiction,1162.75,1,1162.75,Cash,Delhi
O100645,11/17/2024 22:55,C4492,B1011,Hidden Machine,Rhea Roy,Romance,1473.12,1,1473.12,NetBanking,Delhi
O100646,7/4/2024 15:50,C2181,B1029,Forgotten Forest,Deepak Mehta,Romance,443.57,1,443.57,Card,Kolkata
O100647,1/4/2025 12:04,C1620,B1103,Broken Promises,Amit Khan,Self-Help,147.62,2,295.24,Cash,Delhi
O100648,7/2/2023 9:10,C2154,B1119,Golden Echoes - Vol 4,Rahul Singh,Fiction,864.6,2,1729.2,Card,Chennai
O100649,2/2/2024 16:25,C7626,B1020,Gentle Echoes - Vol 7,Rhea Desai,Biography,248.15,1,248.15,NetBanking,Hyderabad
O100650,2/3/2024 4:18,C9762,B1071,Golden Promises,Siddharth Khan,Fiction,1161.52,1,1161.52,Cash,Delhi
O100651,2/16/2023 2:38,C6860,B1015,Lonely Rivers,Maya Singh,Children,818.93,1,818.93,Cash,Chennai
O100652,9/13/2024 3:08,C5612,B1013,Midnight Sea,Neha Roy,Sci-Fi,282.24,1,282.24,NetBanking,Pune
O100653,4/21/2025 1:07,C8765,B1108,Hidden Cities,Arjun Sharma,Biography,616.63,1,616.63,Card,Bengaluru
O100654,2/3/2025 14:14,C9941,B1090,Forgotten Skies - Vol 4,Nisha Verma,Mystery,449.66,1,449.66,UPI,Mumbai
O100655,11/24/2024 23:35,C7113,B1066,Secret Song,Saurav Das,Sci-Fi,667.44,1,667.44,Cash,Mumbai
O100656,2/12/2023 0:10,C7456,B1067,Fading Promises,Meera Desai,Non-Fiction,1324.33,1,1324.33,Cash,Chennai
O100657,2/5/2025 12:31,C4469,B1021,Broken Song,Rhea Mehta,Romance,805.31,5,4026.55,NetBanking,Mumbai
O100658,7/8/2023 8:02,C5140,B1100,Secret Stars (101),Arjun Roy,Mystery,659.25,1,659.25,Card,Delhi
O100659,11/18/2024 20:39,C1891,B1048,Lost Song,Isha Patel,Mystery,280.47,2,560.94,NetBanking,Delhi
O100660,11/18/2024 2:27,C5107,B1034,Midnight Machine,Arjun Gupta,Sci-Fi,1049.86,1,1049.86,Cash,Bengaluru
O100661,5/13/2024 12:02,C6851,B1077,Secret Dreams,Karan Iyer,Children,1231.37,2,2462.74,Card,Bengaluru
O100662,10/19/2023 22:33,C2143,B1051,Midnight Forest,Saurav Sharma,Non-Fiction,1249.04,1,1249.04,Card,Hyderabad
O100663,4/6/2024 11:57,C6008,B1034,Midnight Machine,Arjun Gupta,Self-Help,359.29,1,359.29,Card,Hyderabad
O100664,9/8/2025 15:35,C3762,B1081,Lost Promises - Vol 2,Sana Iyer,Fantasy,1440.15,1,1440.15,Cash,Hyderabad
O100665,3/15/2025 8:03,C8145,B1009,Bright Rivers,Saurav Roy,Romance,1254.2,1,1254.2,UPI,Hyderabad
O100666,11/26/2024 12:04,C8863,B1053,Whispering Sea (54),Nisha Iyer,Mystery,552.63,1,552.63,NetBanking,Ahmedabad
O100667,3/4/2025 11:07,C8978,B1064,Hidden Skies - Vol 12,Meera Mehta,Fantasy,956.02,2,1912.04,Cash,Mumbai
O100668,3/25/2023 10:13,C3293,B1051,Midnight Forest,Saurav Sharma,Children,813.04,1,813.04,Card,Chennai
O100669,1/14/2025 2:44,C1305,B1024,Lost Legends,Karan Mehta,Non-Fiction,1038.84,1,1038.84,Cash,Pune
O100670,8/6/2023 1:20,C5269,B1020,Gentle Echoes - Vol 7,Rhea Desai,Children,155.59,1,155.59,NetBanking,Mumbai
O100671,2/6/2024 8:07,C5767,B1067,Fading Promises,Meera Desai,Fantasy,230.27,2,460.54,Card,Ahmedabad
O100672,6/6/2024 3:17,C7500,B1095,Wild Paths,Deepak Bose,History,939.53,3,2818.59,UPI,Kolkata
O100673,5/18/2025 22:21,C3717,B1019,Lost Pages,Deepak Sharma,Romance,726.09,1,726.09,Card,Ahmedabad
O100674,7/3/2023 20:37,C3395,B1005,Gentle Forest,Arjun Sharma,Mystery,120.46,1,120.46,NetBanking,Hyderabad
O100675,8/13/2023 17:45,C4796,B1001,Golden Echoes - Vol 2,Maya Sharma,Fiction,1016.63,1,1016.63,Cash,Chennai
O100676,8/28/2023 1:33,C4387,B1114,Crimson Forest,Rhea Das,Fantasy,898.36,1,898.36,UPI,Pune
O100677,7/28/2025 16:33,C1760,B1088,Ancient Cities,Priya Iyer,Self-Help,200.21,5,1001.05,Cash,Hyderabad
O100678,12/21/2024 18:58,C5480,B1030,Whispering Sea,Ananya Mehta,Non-Fiction,1078.45,5,5392.25,UPI,Mumbai
O100679,10/31/2024 13:46,C6985,B1082,Golden Empire - Vol 10,Ananya Verma,Biography,355.35,1,355.35,Cash,Chennai
O100680,7/18/2025 8:06,C9460,B1027,Burning Voices,Karan Bose,Biography,538.22,1,538.22,NetBanking,Hyderabad
O100681,5/13/2024 17:33,C1108,B1079,Hidden Dreams,Rhea Bose,Fantasy,1073.74,1,1073.74,Card,Ahmedabad
O100682,8/24/2023 2:48,C9430,B1003,Hidden Paths - Vol 4,Tara Roy,Mystery,1494.44,2,2988.88,UPI,Bengaluru
O100683,7/11/2023 5:43,C6934,B1102,Broken Dreams - Vol 3,Ananya Verma,Mystery,424.49,1,424.49,Cash,Bengaluru
O100684,4/10/2025 12:01,C2856,B1035,Gentle Paths,Karan Iyer,Biography,846.79,1,846.79,NetBanking,Ahmedabad
O100685,8/4/2023 21:30,C3641,B1062,Secret Skies - Vol 7,Vikram Sharma,Self-Help,1212.3,1,1212.3,NetBanking,Kolkata
O100686,2/14/2023 4:39,C3639,B1098,Bright Song - Vol 5,Vikram Gupta,Romance,627.14,1,627.14,Card,Kolkata
O100687,5/31/2023 2:02,C3725,B1013,Midnight Sea,Neha Roy,Children,363.93,1,363.93,UPI,Mumbai
O100688,9/8/2025 14:45,C1305,B1004,Wild Pages - Vol 4,Rahul Das,History,135.21,1,135.21,UPI,Delhi
O100689,4/4/2024 22:04,C8723,B1090,Forgotten Skies - Vol 4,Nisha Verma,Romance,697.22,2,1394.44,NetBanking,Mumbai
